Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
500827,21287,SCENTED VELVET LOUNGE CANDLE ,1,2010-03-10 11:10:00,2.51,,United Kingdom
502911,21868,POTTING SHED TEA MUG,12,2010-03-29 13:06:00,1.06,17448.0,United Kingdom
502740,37450,CERAMIC CAKE BOWL + HANGING CAKES,6,2010-03-26 12:23:00,2.95,17582.0,United Kingdom
C500090,75049L,LARGE CIRCULAR MIRROR MOBILE,-6,2010-03-04 12:03:00,1.25,17763.0,United Kingdom
502313,84932A,SMALL GREEN PEONY FOLDING STOOL,8,2010-03-24 09:46:00,1.95,17113.0,United Kingdom
502651,84926C,,-39,2010-03-25 16:58:00,0.0,,United Kingdom
502113,22456,NATURAL SLATE CHALKBOARD LARGE ,2,2010-03-23 11:01:00,4.95,15998.0,United Kingdom
502248,82551,LAUNDRY 15C METAL SIGN,1,2010-03-23 14:06:00,2.51,,United Kingdom
499542,21260,FIRST AID TIN,1,2010-03-01 11:59:00,3.25,14131.0,United Kingdom
503426,20961,STRAWBERRY BATH SPONGE ,2,2010-03-31 17:28:00,2.51,,United Kingdom
502113,22300,COFFEE MUG DOG + BALL DESIGN,6,2010-03-23 11:01:00,2.55,15998.0,United Kingdom
500030,21628,TRIANGULAR POUFFE VINTAGE ,2,2010-03-04 11:29:00,14.95,14527.0,United Kingdom
500878,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2010-03-10 14:19:00,1.25,16258.0,United Kingdom
499761,21392,RED SPOTTY PUDDING BOWL,24,2010-03-02 12:30:00,2.1,12972.0,United Kingdom
501427,21086,SET/6 RED SPOTTY PAPER CUPS,2,2010-03-16 12:34:00,0.65,14467.0,United Kingdom
501883,22189,CREAM HEART CARD HOLDER,4,2010-03-21 13:50:00,3.95,13466.0,United Kingdom
502420,22383,LUNCH BAG SUKI  DESIGN ,4,2010-03-24 12:17:00,1.65,15015.0,United Kingdom
502617,22423,REGENCY CAKESTAND 3 TIER,8,2010-03-25 14:39:00,10.95,15027.0,United Kingdom
503159,21955,DOOR MAT UNION JACK GUNS AND ROSES,4,2010-03-30 12:58:00,7.49,13659.0,United Kingdom
501816,15056BL,EDWARDIAN PARASOL BLACK,4,2010-03-19 14:59:00,5.95,16905.0,United Kingdom
500882,22467,GUMBALL COAT RACK,6,2010-03-10 14:50:00,2.55,12471.0,Germany
502764,47367B,PAIR PADDED HANGERS PINK CHECK,4,2010-03-26 14:01:00,3.75,12477.0,Germany
499756,22083,PAPER CHAIN KIT RETRO SPOT,6,2010-03-02 12:17:00,2.95,13797.0,United Kingdom
502837,22026,BANQUET BIRTHDAY  CARD  ,12,2010-03-28 12:52:00,0.42,14771.0,United Kingdom
500664,21578,WOODLAND DESIGN  COTTON TOTE BAG,1,2010-03-09 12:12:00,2.25,17841.0,United Kingdom
499771,21531,RETRO SPOT SUGAR JAM BOWL,1,2010-03-02 13:28:00,2.55,18283.0,United Kingdom
499858,37482B,CUBIC MUG BLUE POLKA DOT,1,2010-03-02 17:04:00,16.98,,United Kingdom
502594,44242B,PINK FEATHERS CURTAIN,3,2010-03-25 13:05:00,1.25,16090.0,United Kingdom
501272,47591C,BLUE FAIRY CAKE CHILD'S APRON,5,2010-03-15 13:34:00,1.95,13543.0,United Kingdom
500263,20986,BLUE CALCULATOR RULER,3,2010-03-05 14:35:00,2.51,,United Kingdom
502761,16161U,"WRAP,SUKI AND FRIENDS",25,2010-03-26 13:50:00,0.42,13117.0,United Kingdom
500133,20728,LUNCH BAG CARS BLUE,4,2010-03-04 15:07:00,1.65,16329.0,United Kingdom
500827,22468,BABUSHKA LIGHTS STRING OF 10,2,2010-03-10 11:10:00,13.57,,United Kingdom
502895,21676,FLOWERS  STICKERS,12,2010-03-29 11:49:00,0.72,17448.0,United Kingdom
500249,17109B,FLOWER FAIRY INCENSE LAVENDER,72,2010-03-05 12:44:00,0.38,14156.0,EIRE
501731,21986,PACK OF 12 PINK SPOT TISSUES ,12,2010-03-19 11:07:00,0.29,16008.0,United Kingdom
503331,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,12,2010-03-31 12:16:00,2.1,16212.0,United Kingdom
502828,10133,COLOURING PENCILS BROWN TUBE,1,2010-03-28 12:18:00,0.85,16727.0,United Kingdom
500575,22333,RETRO SPORT PARTY BAG + STICKER SET,1,2010-03-08 16:53:00,3.36,,United Kingdom
502985,21539,RETRO SPOTS BUTTER DISH,1,2010-03-29 14:56:00,10.17,,United Kingdom
502189,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1,2010-03-23 11:41:00,2.95,15003.0,United Kingdom
500012,22222,CAKE PLATE LOVEBIRD WHITE,3,2010-03-04 10:23:00,4.95,17049.0,United Kingdom
C500705,22609,PENS ASSORTED SPACEBALL,-36,2010-03-09 13:46:00,0.85,14748.0,United Kingdom
503259,22297,HEART IVORY TRELLIS SMALL,24,2010-03-31 11:09:00,1.25,14706.0,United Kingdom
501575,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,2010-03-18 10:08:00,1.65,17677.0,United Kingdom
499997,22291,"SPRING DEC , HANGING CHICK CREAM",24,2010-03-04 09:08:00,1.45,15798.0,United Kingdom
502423,22027,TEA PARTY BIRTHDAY CARD,12,2010-03-24 12:23:00,0.42,15601.0,United Kingdom
502896,21137,BLACK RECORD COVER FRAME,4,2010-03-29 11:49:00,3.75,15527.0,United Kingdom
500741,16156S,WRAP PINK FAIRY CAKES ,25,2010-03-09 17:12:00,0.42,15856.0,United Kingdom
503151,22381,TOY TIDY PINK RETROSPOT  ,50,2010-03-30 12:26:00,1.85,14298.0,United Kingdom
501280,85042,ANTIQUE LILY FAIRY LIGHTS,2,2010-03-15 14:13:00,4.95,17841.0,United Kingdom
501691,22023,EMPIRE BIRTHDAY CARD,12,2010-03-18 17:26:00,0.42,18223.0,United Kingdom
502866,21330,WOODLAND ANIMAL  WRITING SET ,1,2010-03-28 15:45:00,1.65,16549.0,United Kingdom
500223,20729,RED SPOTTY CANDY BAG,10,2010-03-05 11:17:00,1.25,14186.0,United Kingdom
503395,21527,RETRO SPOT TRADITIONAL TEAPOT ,2,2010-03-31 15:30:00,7.95,13039.0,United Kingdom
501550,21718,RED METAL BEACH SPADE ,12,2010-03-17 15:29:00,1.25,13371.0,United Kingdom
499850,21003,ROSE DU SUD CUSHION COVER,2,2010-03-02 16:36:00,6.35,13593.0,United Kingdom
500476,48184,DOOR MAT ENGLISH ROSE ,1,2010-03-08 12:45:00,7.49,15719.0,United Kingdom
502913,85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,3,2010-03-29 13:10:00,0.85,13975.0,United Kingdom
503251,21586,KINGS CHOICE GIANT TUBE MATCHES,12,2010-03-31 10:32:00,2.55,15754.0,United Kingdom
501507,77101A,UNION FLAG WINDSOCK,1,2010-03-17 11:21:00,1.25,14662.0,United Kingdom
501620,21532,DAIRY MAID SUGAR JAM BOWL,1,2010-03-18 11:31:00,2.1,14527.0,United Kingdom
501658,22268,EASTER DECORATION SITTING BUNNY,3,2010-03-18 13:16:00,0.85,15496.0,United Kingdom
502888,37482B,CUBIC MUG BLUE POLKA DOT,504,2010-03-29 11:33:00,0.85,18102.0,United Kingdom
501443,48129,DOOR MAT TOPIARY,1,2010-03-16 14:01:00,7.49,15005.0,United Kingdom
503241,84836,ZINC METAL HEART DECORATION,12,2010-03-31 09:40:00,1.25,14890.0,United Kingdom
501677,22477,WATERING CAN GARDEN MARKER,10,2010-03-18 16:16:00,1.25,12647.0,Germany
501098,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2010-03-12 12:41:00,1.95,16347.0,United Kingdom
500293,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,1,2010-03-05 16:02:00,1.65,13174.0,United Kingdom
502605,21528,DAIRY MAID TRADITIONAL TEAPOT ,12,2010-03-25 13:43:00,5.95,14685.0,United Kingdom
502486,22363,GLASS JAR MARMALADE ,1,2010-03-24 17:43:00,5.91,,United Kingdom
502819,21982,PACK OF 12 SUKI TISSUES ,48,2010-03-28 11:04:00,0.29,17644.0,United Kingdom
501897,22284,HEN HOUSE DECORATION,12,2010-03-21 15:23:00,1.65,17539.0,United Kingdom
500881,37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,2,2010-03-10 14:49:00,1.65,13305.0,United Kingdom
502839,84676,BATH DUCK WATERING CAN,24,2010-03-28 13:10:00,2.55,12910.0,United Kingdom
503252,22507,MEMO BOARD RETROSPOT  DESIGN,4,2010-03-31 10:40:00,4.95,13382.0,United Kingdom
503165,37503,TEA TIME CAKE STAND IN GIFT BOX,12,2010-03-30 13:19:00,9.95,13694.0,United Kingdom
502869,21731,RED TOADSTOOL LED NIGHT LIGHT,3,2010-03-28 16:13:00,1.65,13113.0,United Kingdom
501306,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,1,2010-03-15 17:29:00,11.02,,United Kingdom
501085,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2010-03-12 11:48:00,1.25,17289.0,United Kingdom
500268,79072,TEATIME CAKE TIN WITH HANDLE,1,2010-03-05 14:40:00,16.98,,United Kingdom
502396,22041,"RECORD FRAME 7"" SINGLE SIZE ",12,2010-03-24 11:51:00,2.55,15057.0,United Kingdom
502673,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,2010-03-26 09:46:00,3.75,14911.0,EIRE
499921,21870,I CAN ONLY PLEASE ONE PERSON MUG,6,2010-03-03 12:21:00,1.25,14911.0,EIRE
499770,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,1,2010-03-02 13:25:00,2.95,15927.0,United Kingdom
499638,21384,IVORY HANGING DECORATION  BUTTERFLY,1,2010-03-01 13:45:00,1.66,,United Kingdom
501907,22378,WALL TIDY RETROSPOT ,3,2010-03-21 16:13:00,2.1,13451.0,United Kingdom
501656,79029,GLASS HONEYPOT WASP CATCHER,1,2010-03-18 13:08:00,1.95,14648.0,United Kingdom
501291,22297,HEART IVORY TRELLIS SMALL,5,2010-03-15 15:33:00,1.25,14343.0,United Kingdom
499918,84880,WHITE WIRE EGG HOLDER,1,2010-03-03 12:16:00,5.95,13097.0,United Kingdom
C500705,10120,DOGGY RUBBER,-30,2010-03-09 13:46:00,0.21,14748.0,United Kingdom
503152,22391,PAPERWEIGHT HOME SWEET HOME,12,2010-03-30 12:27:00,2.1,14298.0,United Kingdom
501907,82581,TOILET METAL SIGN,6,2010-03-21 16:13:00,0.55,13451.0,United Kingdom
500293,22456,NATURAL SLATE CHALKBOARD LARGE ,3,2010-03-05 16:02:00,4.95,13174.0,United Kingdom
503255,22410,MONEY BOX HOUSEKEEPING DESIGN,12,2010-03-31 10:49:00,1.25,13709.0,United Kingdom
501930,22322,BIRD DECORATION GREEN  SPOT,12,2010-03-22 11:21:00,0.85,14016.0,EIRE
502881,22036,DINOSAUR BIRTHDAY CARD,12,2010-03-29 10:38:00,0.36,17448.0,United Kingdom
503061,21533,RETRO SPOT LARGE MILK JUG,10,2010-03-29 16:47:00,11.95,,United Kingdom
500150,16049,TEATIME GEL PENS ASST,36,2010-03-04 17:42:00,0.42,14769.0,United Kingdom
499523,79190B,RETRO PLASTIC POLKA TRAY,300,2010-03-01 10:17:00,0.32,13694.0,United Kingdom
500343,20728,LUNCH BAG CARS BLUE,10,2010-03-07 14:37:00,1.65,12530.0,Germany
501280,21129,SILVER FISHING GNOME ,1,2010-03-15 14:13:00,6.95,17841.0,United Kingdom
502821,22565,FELTCRAFT HAIRBANDS PINK + WHITE ,12,2010-03-28 11:09:00,0.85,14849.0,United Kingdom
501280,21709,FOLDING UMBRELLA  CHOC/WHITE  SPOT,1,2010-03-15 14:13:00,4.95,17841.0,United Kingdom
502247,37379B,BLUE CHERRY BLOSSOM CUP & SAUCER,6,2010-03-23 13:52:00,1.25,17147.0,United Kingdom
503426,22196,SMALL HEART MEASURING SPOONS,1,2010-03-31 17:28:00,1.66,,United Kingdom
499785,79160,HEART SHAPE WIRELESS DOORBELL,12,2010-03-02 14:48:00,2.1,15606.0,United Kingdom
500749,22570,FELTCRAFT CUSHION RABBIT,24,2010-03-10 10:01:00,3.39,13316.0,United Kingdom
500359,35913B,WHITE/PINK CHICK EASTER DECORATION,12,2010-03-07 15:47:00,0.85,14369.0,United Kingdom
500012,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,2010-03-04 10:23:00,9.95,17049.0,United Kingdom
503165,21155,RED SPOTTY PEG BAG,150,2010-03-30 13:19:00,1.69,13694.0,United Kingdom
500370,21497,FANCY FONTS BIRTHDAY WRAP,25,2010-03-08 08:45:00,0.42,17063.0,United Kingdom
500659,85214,TUB 24 PINK FLOWER PEGS,12,2010-03-09 11:23:00,1.65,16558.0,United Kingdom
499912,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,2,2010-03-03 12:10:00,9.95,15179.0,United Kingdom
502419,21903,MAN FLU METAL SIGN,1,2010-03-24 12:15:00,2.1,16300.0,United Kingdom
499685,21432,SET OF 3 CASES WOODLAND DESIGN,12,2010-03-02 10:04:00,5.45,14646.0,Netherlands
499608,20851,,-30,2010-03-01 12:37:00,0.0,,United Kingdom
500361,20828,GLITTER BUTTERFLY CLIPS,1,2010-03-07 15:56:00,2.55,17961.0,United Kingdom
501475,84631,FRUIT TREE AND BIRDS WALL PLAQUE,1,2010-03-16 16:59:00,16.13,,United Kingdom
502429,20728,LUNCH BAG CARS BLUE,10,2010-03-24 12:43:00,1.65,12742.0,United Arab Emirates
502258,22617,BAKING SET SPACEBOY DESIGN,1,2010-03-23 15:10:00,4.95,14166.0,United Kingdom
501548,21320,GLASS CHALICE GREEN  LARGE ,18,2010-03-17 15:24:00,2.55,16917.0,United Kingdom
501103,85086A,CANDY SPOT HEART DECORATION,12,2010-03-12 13:07:00,0.85,14824.0,United Kingdom
502756,22085,PAPER CHAIN KIT SKULLS ,6,2010-03-26 13:42:00,2.95,13931.0,United Kingdom
499944,22212,FOUR HOOK  WHITE LOVEBIRDS,5,2010-03-03 12:34:00,2.1,14530.0,United Kingdom
502746,21662,VINTAGE GLASS COFFEE CADDY,1,2010-03-26 12:53:00,11.87,,United Kingdom
503185,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",7,2010-03-30 14:29:00,1.66,,United Kingdom
500456,21535,RETRO SPOT SMALL MILK JUG,6,2010-03-08 12:19:00,2.55,13497.0,United Kingdom
500695,84709B,PINK OVAL JEWELLED MIRROR,1,2010-03-09 12:48:00,5.91,,United Kingdom
499918,47590A,BLUE HAPPY BIRTHDAY BUNTING,2,2010-03-03 12:16:00,5.45,13097.0,United Kingdom
501877,84251G,"GREETING CARD, OVERCROWDED POOL.",12,2010-03-21 13:14:00,0.19,17611.0,United Kingdom
500237,21535,RETRO SPOT SMALL MILK JUG,6,2010-03-05 11:56:00,2.55,12417.0,Belgium
499638,22115,METAL SIGN EMPIRE TEA,1,2010-03-01 13:45:00,5.91,,United Kingdom
500097,22355,"CHARLOTTE BAG , SUKI DESIGN",100,2010-03-04 12:32:00,0.72,15633.0,United Kingdom
502035,22431,WATERING CAN BLUE ELEPHANT,6,2010-03-22 13:23:00,1.95,15298.0,United Kingdom
501153,22292,"SPRING DEC , HANGING CHICK  YELLOW",6,2010-03-14 15:07:00,1.45,15665.0,United Kingdom
499858,22286,"DECORATION , WOBBLY RABBIT , METAL ",1,2010-03-02 17:04:00,3.36,,United Kingdom
503397,21231,SWEETHEART CERAMIC TRINKET BOX,12,2010-03-31 15:38:00,1.25,14895.0,United Kingdom
502244,22457,NATURAL SLATE HEART CHALKBOARD ,6,2010-03-23 13:34:00,2.95,13872.0,United Kingdom
500583,16161U,"WRAP,SUKI AND FRIENDS",25,2010-03-09 09:49:00,0.42,13178.0,United Kingdom
503426,22241,GARLAND WOODEN HAPPY EASTER,1,2010-03-31 17:28:00,2.51,,United Kingdom
502588,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,7,2010-03-25 12:43:00,3.75,16550.0,United Kingdom
500198,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2010-03-05 10:55:00,2.1,13037.0,United Kingdom
502792,15044C,PURPLE PAPER PARASOL,6,2010-03-26 15:08:00,2.95,14253.0,United Kingdom
501306,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2010-03-15 17:29:00,2.51,,United Kingdom
499968,21319,GLASS CHALICE GREEN  SMALL ,6,2010-03-03 14:10:00,1.65,13214.0,United Kingdom
500462,21754,HOME BUILDING BLOCK WORD,3,2010-03-08 12:40:00,11.87,,United Kingdom
503426,22331,WOODLAND PARTY BAG + STICKER SET,1,2010-03-31 17:28:00,3.36,,United Kingdom
503185,20910,VINTAGE PHOTO ALBUM PARIS DAYS,3,2010-03-30 14:29:00,12.72,,United Kingdom
501307,16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,2,2010-03-15 17:32:00,4.21,,United Kingdom
501426,21459,YELLOW EASTER EGG HUNT START POST,9,2010-03-16 12:13:00,1.95,13983.0,United Kingdom
501700,21578,WOODLAND DESIGN  COTTON TOTE BAG,3,2010-03-18 20:02:00,2.25,13230.0,United Kingdom
501138,21754,HOME BUILDING BLOCK WORD,2,2010-03-14 12:05:00,5.95,14532.0,United Kingdom
501387,22376,AIRLINE BAG VINTAGE JET SET WHITE,1,2010-03-16 11:16:00,6.35,17241.0,United Kingdom
501159,21755,LOVE BUILDING BLOCK WORD,3,2010-03-15 09:11:00,5.95,13382.0,United Kingdom
501114,84674,FLYING PIG WATERING CAN,4,2010-03-12 14:02:00,2.95,12692.0,France
502739,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4,2010-03-26 12:19:00,4.65,16170.0,United Kingdom
503060,22286,"DECORATION , WOBBLY RABBIT , METAL ",12,2010-03-29 16:28:00,1.65,13412.0,United Kingdom
499918,21549,CERAMIC BIRDHOUSE RED ROOF SMALL,1,2010-03-03 12:16:00,2.95,13097.0,United Kingdom
499772,21541,DINOSAURS WATER TRANSFER TATTOOS ,4,2010-03-02 13:36:00,0.85,16960.0,United Kingdom
499638,90134,OLD ROSE COMBO BEAD NECKLACE,1,2010-03-01 13:45:00,2.96,,United Kingdom
499850,21497,FANCY FONTS BIRTHDAY WRAP,25,2010-03-02 16:36:00,0.42,13593.0,United Kingdom
502228,22585,PACK OF 6 BIRDY GIFT TAGS,3,2010-03-23 12:11:00,1.25,15716.0,United Kingdom
501877,22036,DINOSAUR BIRTHDAY CARD,12,2010-03-21 13:14:00,0.42,17611.0,United Kingdom
500878,22084,PAPER CHAIN KIT EMPIRE,40,2010-03-10 14:19:00,2.55,16258.0,United Kingdom
503340,22192,BLUE DINER WALL CLOCK,1,2010-03-31 12:52:00,8.5,13059.0,United Kingdom
501291,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2010-03-15 15:33:00,1.95,14343.0,United Kingdom
500876,72741,GRAND CHOCOLATECANDLE,27,2010-03-10 14:02:00,1.45,15218.0,United Kingdom
502257,21181,PLEASE ONE PERSON METAL SIGN,12,2010-03-23 15:08:00,2.1,17675.0,United Kingdom
502764,20665,RED SPOTTY PURSE ,6,2010-03-26 14:01:00,2.95,12477.0,Germany
501922,21683,MEDIUM MEDINA STAMPED METAL BOWL ,6,2010-03-22 10:26:00,2.95,13151.0,United Kingdom
500899,22367,CHILDS APRON SPACEBOY DESIGN,8,2010-03-11 09:26:00,1.95,12976.0,United Kingdom
502608,22294,HEART FILIGREE DOVE  SMALL,24,2010-03-25 13:53:00,1.25,13001.0,United Kingdom
500611,22367,CHILDS APRON SPACEBOY DESIGN,1,2010-03-09 10:42:00,1.95,17266.0,United Kingdom
502486,22255,FELT TOADSTOOL  SMALL,2,2010-03-24 17:43:00,1.66,,United Kingdom
500918,21765,HANGING METAL BIRD BATH,2,2010-03-11 10:30:00,16.98,,United Kingdom
499638,85020,ROUND PINK HEART MIRROR,2,2010-03-01 13:45:00,4.21,,United Kingdom
500458,20712,JUMBO BAG WOODLAND ANIMALS,10,2010-03-08 12:24:00,1.95,16628.0,United Kingdom
502056,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-03-22 14:34:00,2.95,17138.0,United Kingdom
501832,22423,REGENCY CAKESTAND 3 TIER,4,2010-03-19 16:43:00,25.49,,United Kingdom
C502311,22487,WHITE WOOD GARDEN PLANT LADDER,-1,2010-03-24 09:43:00,9.95,13659.0,United Kingdom
500461,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2010-03-08 12:35:00,7.62,,United Kingdom
502835,22459,CAST IRON HOOK GARDEN TROWEL,4,2010-03-28 12:43:00,2.55,16934.0,United Kingdom
502104,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",1,2010-03-23 09:57:00,0.85,15984.0,United Kingdom
503074,48189,DOOR MAT FRIENDSHIP ,2,2010-03-30 11:14:00,7.49,14461.0,United Kingdom
502880,21541,DINOSAURS WATER TRANSFER TATTOOS ,3,2010-03-29 10:37:00,0.85,17994.0,United Kingdom
501528,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,5,2010-03-17 12:32:00,2.55,14680.0,United Kingdom
501677,85049F,BABY BOOM RIBBONS ,24,2010-03-18 16:16:00,1.25,12647.0,Germany
501565,37327,ASSTD MULTICOLOUR CIRCLES MUG,48,2010-03-18 07:29:00,1.27,13406.0,United Kingdom
500362,21773,DECORATIVE ROSE BATHROOM BOTTLE,2,2010-03-07 16:12:00,1.25,17449.0,United Kingdom
503246,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,3,2010-03-31 10:00:00,4.95,13803.0,United Kingdom
500293,21431,GREEN GINGHAM FLOWER JEWELLERY BOX,1,2010-03-05 16:02:00,1.65,13174.0,United Kingdom
501893,37502,TEA TIME MUG IN GIFT BOX,2,2010-03-21 15:03:00,2.95,15005.0,United Kingdom
502337,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,1,2010-03-24 10:45:00,3.75,17377.0,United Kingdom
502234,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-03-23 12:24:00,1.69,16327.0,United Kingdom
501578,79323LP,LIGHT PINK CHERRY LIGHTS,24,2010-03-18 10:22:00,5.45,14258.0,United Kingdom
500461,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2010-03-08 12:35:00,1.28,,United Kingdom
C500705,20771,CHRYSANTHEMUM  JOURNAL,-6,2010-03-09 13:46:00,2.55,14748.0,United Kingdom
499858,22177,5 HOOK BLACKBOARD ORGANISER ,1,2010-03-02 17:04:00,21.23,,United Kingdom
500575,20729,RED SPOTTY CANDY BAG,1,2010-03-08 16:53:00,2.51,,United Kingdom
502030,84568,GIRLS ALPHABET IRON ON PATCHES ,30,2010-03-22 13:11:00,0.43,,United Kingdom
500449,20699,MOUSEY LONG LEGS SOFT TOY,1,2010-03-08 12:08:00,2.55,17542.0,United Kingdom
503354,22556,PLASTERS IN TIN CIRCUS PARADE ,2,2010-03-31 13:40:00,1.65,15573.0,United Kingdom
501530,21166,COOK WITH WINE METAL SIGN ,24,2010-03-17 12:47:00,1.95,13089.0,United Kingdom
501387,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,2010-03-16 11:16:00,6.35,17241.0,United Kingdom
502096,21314,SMALL GLASS HEART TRINKET POT,4,2010-03-22 18:00:00,2.1,16441.0,United Kingdom
500853,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,3,2010-03-10 12:22:00,0.85,13566.0,United Kingdom
502855,72800C,S/4 PINK DINNER CANDLE SILVER FLOCK,2,2010-03-28 14:53:00,2.55,16710.0,United Kingdom
499779,84658,WHITE STITCHED CUSHION COVER,12,2010-03-02 14:12:00,1.65,16103.0,United Kingdom
499624,90162C,ANT SILVER FUSCHIA BOUDICCA RING,6,2010-03-01 13:10:00,2.95,17593.0,United Kingdom
501629,21384,IVORY HANGING DECORATION  BUTTERFLY,24,2010-03-18 11:51:00,0.85,15039.0,United Kingdom
501545,21592,RETRO SPOT  CIGAR BOX MATCHES ,48,2010-03-17 14:59:00,1.25,12709.0,Germany
501148,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,32,2010-03-14 13:40:00,2.1,14646.0,Netherlands
499638,20724,RED SPOTTY CHARLOTTE BAG,2,2010-03-01 13:45:00,1.66,,United Kingdom
501539,85049F,BABY BOOM RIBBONS ,1,2010-03-17 14:05:00,1.25,13275.0,United Kingdom
500174,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2010-03-05 10:14:00,1.25,12839.0,United Kingdom
501832,21386,IVORY HANGING DECORATION  EGG,1,2010-03-19 16:43:00,1.66,,United Kingdom
500653,20679,EDWARDIAN PARASOL RED,12,2010-03-09 11:10:00,5.95,12682.0,France
501164,M,Manual,1,2010-03-15 09:34:00,20.0,,United Kingdom
499765,82585,SWEET VALENCIA CANDLE+CUP,1,2010-03-02 13:15:00,2.51,,United Kingdom
502089,22618,COOKING SET RETROSPOT,2,2010-03-22 16:04:00,9.95,14307.0,United Kingdom
501473,21212,PACK OF 72 RETRO SPOT CAKE CASES,120,2010-03-16 16:31:00,0.42,17511.0,United Kingdom
500151,21260,FIRST AID TIN,1,2010-03-04 17:45:00,3.25,17931.0,United Kingdom
501614,84907,PINK YELLOW PATCH CUSHION COVER,148,2010-03-18 10:58:00,1.95,13694.0,United Kingdom
500720,35004C,SET OF 3 COLOURED  FLYING DUCKS,3,2010-03-09 15:16:00,5.45,12747.0,United Kingdom
503426,21077,SET/20 WOODLAND PAPER NAPKINS ,1,2010-03-31 17:28:00,1.66,,United Kingdom
501121,21363,HOME SMALL WOOD LETTERS,3,2010-03-12 15:13:00,4.95,15428.0,United Kingdom
501657,21746,SMALL RED SPOT  WINDMILL,2,2010-03-18 13:10:00,1.25,13243.0,United Kingdom
503185,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,3,2010-03-30 14:29:00,1.66,,United Kingdom
500693,37502,,216,2010-03-09 12:36:00,0.0,,United Kingdom
501651,22582,PACK OF 6 SWEETIE GIFT BOXES,4,2010-03-18 12:45:00,2.55,16385.0,United Kingdom
502432,22083,PAPER CHAIN KIT RETRO SPOT,40,2010-03-24 12:54:00,2.55,17716.0,United Kingdom
503353,82597,BOMBS AWAY METAL SIGN,1,2010-03-31 13:39:00,2.1,15311.0,United Kingdom
501730,84596F,SMALL MARSHMALLOWS PINK BOWL,1,2010-03-19 11:05:00,1.25,14159.0,United Kingdom
502248,35471A,SET OF 3 BIRD L.BLUE FEATHER,1,2010-03-23 14:06:00,2.51,,United Kingdom
C499530,22073,RETRO SPOT STORAGE JAR,-2,2010-03-01 11:28:00,3.75,13446.0,United Kingdom
501660,22040,BOTANICAL ROSE GIFT WRAP,25,2010-03-18 13:28:00,0.42,17095.0,United Kingdom
501683,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2010-03-18 16:32:00,1.28,,United Kingdom
502418,85232B,SET/3 RUSSIAN DOLL STACKING TINS,28,2010-03-24 12:07:00,4.25,17935.0,United Kingdom
500025,21174,POTTERING IN THE SHED METAL SIGN,4,2010-03-04 11:11:00,1.95,15950.0,United Kingdom
500293,47566,PARTY BUNTING,2,2010-03-05 16:02:00,4.65,13174.0,United Kingdom
500332,22057,CERAMIC PLATE STRAWBERRY DESIGN,4,2010-03-07 13:08:00,1.49,17085.0,United Kingdom
502922,22177,5 HOOK BLACKBOARD ORGANISER ,1,2010-03-29 14:04:00,9.95,18041.0,United Kingdom
501307,22377,BOTTLE BAG RETROSPOT ,1,2010-03-15 17:32:00,4.21,,United Kingdom
502779,22132,RED LOVE HEART SHAPE CUP,12,2010-03-26 14:38:00,0.85,16807.0,United Kingdom
501140,21217,RED SPOTTY ROUND CAKE TINS,1,2010-03-14 12:18:00,9.95,16911.0,United Kingdom
500123,22266,EASTER DECORATION HANGING BUNNY,24,2010-03-04 14:24:00,0.65,14911.0,EIRE
